uid,time,trade_id,price,amount,exchange,instrmnt,vol_dllr,sell2,Class,Asset,datetime,year,hour
89452597,1660522819000.0,60073530,8.941,3.0112799999999997,polo,dot-usdt,26.92385448,0.0,spot,dot,2022-08-15 00:20:19,2022,0
89452598,1660522828000.0,60073531,8.941,0.73213,polo,dot-usdt,6.54597433,0.0,spot,dot,2022-08-15 00:20:28,2022,0
89452600,1660522841000.0,60073533,8.942,1.53969,polo,dot-usdt,13.76790798,0.0,spot,dot,2022-08-15 00:20:41,2022,0
89452601,1660522850000.0,60073534,8.942,0.72025,polo,dot-usdt,6.4404755,0.0,spot,dot,2022-08-15 00:20:50,2022,0
89452602,1660522859000.0,60073535,8.943,2.11837,polo,dot-usdt,18.94458291,0.0,spot,dot,2022-08-15 00:20:59,2022,0
89452603,1660522865000.0,60073536,8.944,5.133430000000001,polo,dot-usdt,45.91339792000001,0.0,spot,dot,2022-08-15 00:21:05,2022,0
89452604,1660522872000.0,60073537,8.947,1.91107,polo,dot-usdt,17.09834329,0.0,spot,dot,2022-08-15 00:21:12,2022,0
89452605,1660522885000.0,60073538,8.953,4.77661,polo,dot-usdt,42.76498933,0.0,spot,dot,2022-08-15 00:21:25,2022,0
89452606,1660522885000.0,60073539,8.953,0.13233,polo,dot-usdt,1.1847504899999999,0.0,spot,dot,2022-08-15 00:21:25,2022,0
89452607,1660522894000.0,60073540,8.982,0.9717000000000001,polo,dot-usdt,8.7278094,0.0,spot,dot,2022-08-15 00:21:34,2022,0
89452608,1660522897000.0,60073541,8.983,7.237449999999999,polo,dot-usdt,65.01401335,0.0,spot,dot,2022-08-15 00:21:37,2022,0
89452609,1660522898000.0,60073542,8.982,8e-05,polo,dot-usdt,0.00071856,0.0,spot,dot,2022-08-15 00:21:38,2022,0
89452610,1660522899000.0,60073543,8.974,0.91208,polo,dot-usdt,8.18500592,0.0,spot,dot,2022-08-15 00:21:39,2022,0
89452611,1660522902000.0,60073544,8.974,0.011229999999999999,polo,dot-usdt,0.10077802,0.0,spot,dot,2022-08-15 00:21:42,2022,0
89452612,1660522903000.0,60073545,8.967,2.1998499999999996,polo,dot-usdt,19.726054949999998,0.0,spot,dot,2022-08-15 00:21:43,2022,0
89452613,1660522907000.0,60073546,8.966,1.04041,polo,dot-usdt,9.32831606,0.0,spot,dot,2022-08-15 00:21:47,2022,0
89452614,1660522908000.0,60073547,8.966,0.00922,polo,dot-usdt,0.08266652000000001,0.0,spot,dot,2022-08-15 00:21:48,2022,0
89452615,1660522909000.0,60073548,8.965,0.33355,polo,dot-usdt,2.99027575,0.0,spot,dot,2022-08-15 00:21:49,2022,0
89452616,1660522920000.0,60073549,8.963,1.6485100000000001,polo,dot-usdt,14.77559513,0.0,spot,dot,2022-08-15 00:22:00,2022,0
89452617,1660522925000.0,60073550,8.964,0.8364999999999999,polo,dot-usdt,7.498385999999999,0.0,spot,dot,2022-08-15 00:22:05,2022,0
89452618,1660522929000.0,60073551,8.965,9.6723,polo,dot-usdt,86.7121695,0.0,spot,dot,2022-08-15 00:22:09,2022,0
89452619,1660522929000.0,60073552,8.965,9.68267,polo,dot-usdt,86.80513655,0.0,spot,dot,2022-08-15 00:22:09,2022,0
89452620,1660522934000.0,60073553,8.964,1.49307,polo,dot-usdt,13.38387948,0.0,spot,dot,2022-08-15 00:22:14,2022,0
